Unique_ID,Protein.Accession,Gene,Protein.Full.Name,Entry,Entry.name,Status,Protein.names,Gene.names,Organism,Gene.ontology.GO,Gene.ontology.IDs,ID,Protein.Accession1
Spis_Protein2096,A0A2B4S2B1,Gclc,Glutamate--cysteine ligase catalytic subunit,A0A2B4S2B1,A0A2B4S2B1_STYPI,unreviewed,Gamma-ECS (EC 6.3.2.2) (Gamma-glutamylcysteine synthetase),Gclc AWC38_SpisGene12742,Stylophora pistillata (Smooth cauliflower coral),glutamate-cysteine ligase activity [GO:0004357]; glutathione biosynthetic process [GO:0006750],GO:0004357; GO:0006750,A0A2B4S2B1,A0A2B4S2B1
Spis_Protein2097,A0A2B4S2B5,Sars,"Serine--tRNA ligase, cytoplasmic",A0A2B4S2B5,A0A2B4S2B5_STYPI,unreviewed,Seryl-tRNA synthetase (EC 6.1.1.11),Sars AWC38_SpisGene11908,Stylophora pistillata (Smooth cauliflower coral),ATP binding [GO:0005524]; serine-tRNA ligase activity [GO:0004828]; seryl-tRNA aminoacylation [GO:0006434],GO:0004828; GO:0005524; GO:0006434,A0A2B4S2B5,A0A2B4S2B5
Spis_Protein2098,A0A2B4S2B7,Col12a1,Collagen alpha-1(XII) chain,A0A2B4S2B7,A0A2B4S2B7_STYPI,unreviewed,Collagen alpha-1(XII) chain,Col12a1 AWC38_SpisGene12529,Stylophora pistillata (Smooth cauliflower coral),collagen trimer [GO:0005581],GO:0005581,A0A2B4S2B7,A0A2B4S2B7
Spis_Protein2099,A0A2B4S2C5,mcts1,Malignant T-cell-amplified sequence 1,A0A2B4S2C5,A0A2B4S2C5_STYPI,unreviewed,Malignant T-cell-amplified sequence 1,mcts1 AWC38_SpisGene25803,Stylophora pistillata (Smooth cauliflower coral),cytoplasm [GO:0005737]; RNA binding [GO:0003723],GO:0003723; GO:0005737,A0A2B4S2C5,A0A2B4S2C5
Spis_Protein2100,A0A2B4S2C6,CEP135,Centrosomal protein of 135 kDa,A0A2B4S2C6,A0A2B4S2C6_STYPI,unreviewed,Centrosomal protein of 135 kDa,CEP135 AWC38_SpisGene12818,Stylophora pistillata (Smooth cauliflower coral),centriole replication [GO:0007099]; centriole-centriole cohesion [GO:0010457],GO:0007099; GO:0010457,A0A2B4S2C6,A0A2B4S2C6
Spis_Protein2101,A0A2B4S2C9,slc23a2,Solute carrier family 23 member 2,A0A2B4S2C9,A0A2B4S2C9_STYPI,unreviewed,Solute carrier family 23 member 2,slc23a2 AWC38_SpisGene10503,Stylophora pistillata (Smooth cauliflower coral),integral component of membrane [GO:0016021]; transmembrane transporter activity [GO:0022857],GO:0016021; GO:0022857,A0A2B4S2C9,A0A2B4S2C9
Spis_Protein2102,A0A2B4S2D2,BTAF1,TATA-binding protein-associated factor 172,A0A2B4S2D2,A0A2B4S2D2_STYPI,unreviewed,TATA-binding protein-associated factor 172,BTAF1 AWC38_SpisGene12276,Stylophora pistillata (Smooth cauliflower coral),nucleus [GO:0005634]; ATP binding [GO:0005524],GO:0005524; GO:0005634,A0A2B4S2D2,A0A2B4S2D2
Spis_Protein2103,A0A2B4S2D5,AWC38_SpisGene11881,Uncharacterized protein,A0A2B4S2D5,A0A2B4S2D5_STYPI,unreviewed,Uncharacterized protein,AWC38_SpisGene11881,Stylophora pistillata (Smooth cauliflower coral),integral component of membrane [GO:0016021],GO:0016021,A0A2B4S2D5,A0A2B4S2D5
Spis_Protein2104,A0A2B4S2E1,RPS3,40S ribosomal protein S3,A0A2B4S2E1,A0A2B4S2E1_STYPI,unreviewed,40S ribosomal protein S3,RPS3 AWC38_SpisGene12837,Stylophora pistillata (Smooth cauliflower coral),small ribosomal subunit [GO:0015935]; RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412],GO:0003723; GO:0003735; GO:0006412; GO:0015935,A0A2B4S2E1,A0A2B4S2E1
Spis_Protein2105,A0A2B4S2E4,Cdc42,Cell division control protein 42-like,A0A2B4S2E4,A0A2B4S2E4_STYPI,unreviewed,Cell division control protein 42-like,Cdc42 AWC38_SpisGene11856,Stylophora pistillata (Smooth cauliflower coral),GTP binding [GO:0005525]; GTPase activity [GO:0003924]; cell division [GO:0051301]; small GTPase mediated signal transduction [GO:0007264],GO:0003924; GO:0005525; GO:0007264; GO:0051301,A0A2B4S2E4,A0A2B4S2E4
Spis_Protein2106,A0A2B4S2E8,EXOC5,Exocyst complex component 5,A0A2B4S2E8,A0A2B4S2E8_STYPI,unreviewed,Exocyst complex component 5 (Exocyst complex component Sec10),EXOC5 AWC38_SpisGene12724,Stylophora pistillata (Smooth cauliflower coral),exocyst [GO:0000145]; exocytosis [GO:0006887],GO:0000145; GO:0006887,A0A2B4S2E8,A0A2B4S2E8
Spis_Protein2107,A0A2B4S2E9,CUL1,Cullin-1,A0A2B4S2E9,A0A2B4S2E9_STYPI,unreviewed,Cullin-1,CUL1 AWC38_SpisGene12229,Stylophora pistillata (Smooth cauliflower coral),cullin-RING ubiquitin ligase complex [GO:0031461]; ubiquitin protein ligase binding [GO:0031625]; ubiquitin-dependent protein catabolic process [GO:0006511],GO:0006511; GO:0031461; GO:0031625,A0A2B4S2E9,A0A2B4S2E9
Spis_Protein2108,A0A2B4S2F0,Prkca,Protein kinase C,A0A2B4S2F0,A0A2B4S2F0_STYPI,unreviewed,Protein kinase C (EC 2.7.11.13),Prkca AWC38_SpisGene12507,Stylophora pistillata (Smooth cauliflower coral),ATP binding [GO:0005524]; calcium-dependent protein kinase C activity [GO:0004698]; zinc ion binding [GO:0008270]; intracellular signal transduction [GO:0035556],GO:0004698; GO:0005524; GO:0008270; GO:0035556,A0A2B4S2F0,A0A2B4S2F0
Spis_Protein2109,A0A2B4S2F3,TTN,Titin,A0A2B4S2F3,A0A2B4S2F3_STYPI,unreviewed,Titin,TTN AWC38_SpisGene11350,Stylophora pistillata (Smooth cauliflower coral),#N/A,#N/A,A0A2B4S2F3,A0A2B4S2F3
Spis_Protein2110,A0A2B4S2F4,Arsb,Arylsulfatase B,A0A2B4S2F4,A0A2B4S2F4_STYPI,unreviewed,Arylsulfatase B,Arsb AWC38_SpisGene12731,Stylophora pistillata (Smooth cauliflower coral),"heme binding [GO:0020037]; iron ion binding [GO:0005506]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen [GO:0016705]; sulfuric ester hydrolase activity [GO:0008484]",GO:0005506; GO:0008484; GO:0016705; GO:0020037,A0A2B4S2F4,A0A2B4S2F4
Spis_Protein2111,A0A2B4S2F7,Obelin,Obelin,A0A2B4S2F7,A0A2B4S2F7_STYPI,unreviewed,Obelin,Obelin AWC38_SpisGene12777,Stylophora pistillata (Smooth cauliflower coral),calcium ion binding [GO:0005509],GO:0005509,A0A2B4S2F7,A0A2B4S2F7
Spis_Protein2112,A0A2B4S2G1,THA1,Putative low-specificity L-threonine aldolase 1,A0A2B4S2G1,A0A2B4S2G1_STYPI,unreviewed,Putative low-specificity L-threonine aldolase 1,THA1 AWC38_SpisGene12495,Stylophora pistillata (Smooth cauliflower coral),lyase activity [GO:0016829]; cellular amino acid metabolic process [GO:0006520],GO:0006520; GO:0016829,A0A2B4S2G1,A0A2B4S2G1
Spis_Protein2113,A0A2B4S2I4,HRC,Sarcoplasmic reticulum histidine-rich calcium-binding protein,A0A2B4S2I4,A0A2B4S2I4_STYPI,unreviewed,Sarcoplasmic reticulum histidine-rich calcium-binding protein,HRC AWC38_SpisGene11310,Stylophora pistillata (Smooth cauliflower coral),calcium ion binding [GO:0005509],GO:0005509,A0A2B4S2I4,A0A2B4S2I4
Spis_Protein2114,A0A2B4S2I5,arih1,RBR-type E3 ubiquitin transferase,A0A2B4S2I5,A0A2B4S2I5_STYPI,unreviewed,RBR-type E3 ubiquitin transferase (EC 2.3.2.31),arih1 AWC38_SpisGene11846,Stylophora pistillata (Smooth cauliflower coral),metal ion binding [GO:0046872]; ubiquitin-protein transferase activity [GO:0004842],GO:0004842; GO:0046872,A0A2B4S2I5,A0A2B4S2I5
Spis_Protein2115,A0A2B4S2I8,AWC38_SpisGene12192,Universal stress protein A-like protein,A0A2B4S2I8,A0A2B4S2I8_STYPI,unreviewed,Universal stress protein A-like protein,AWC38_SpisGene12192,Stylophora pistillata (Smooth cauliflower coral),#N/A,#N/A,A0A2B4S2I8,A0A2B4S2I8
Spis_Protein2116,A0A2B4S2J2,GPSM2,G-protein-signaling modulator 2,A0A2B4S2J2,A0A2B4S2J2_STYPI,unreviewed,G-protein-signaling modulator 2,GPSM2 AWC38_SpisGene12766,Stylophora pistillata (Smooth cauliflower coral),plasma membrane [GO:0005886]; GTPase regulator activity [GO:0030695],GO:0005886; GO:0030695,A0A2B4S2J2,A0A2B4S2J2
Spis_Protein2117,A0A2B4S2K1,Supt16h,FACT complex subunit SPT16,A0A2B4S2K1,A0A2B4S2K1_STYPI,unreviewed,FACT complex subunit,Supt16h AWC38_SpisGene12450,Stylophora pistillata (Smooth cauliflower coral),FACT complex [GO:0035101]; DNA repair [GO:0006281]; DNA replication [GO:0006260],GO:0006260; GO:0006281; GO:0035101,A0A2B4S2K1,A0A2B4S2K1
Spis_Protein2118,A0A2B4S2K3,RDR1,RNA-dependent RNA polymerase,A0A2B4S2K3,A0A2B4S2K3_STYPI,unreviewed,RNA-dependent RNA polymerase (EC 2.7.7.48),RDR1 AWC38_SpisGene11281,Stylophora pistillata (Smooth cauliflower coral),RNA binding [GO:0003723]; RNA-directed 5'-3' RNA polymerase activity [GO:0003968]; gene silencing by RNA [GO:0031047],GO:0003723; GO:0003968; GO:0031047,A0A2B4S2K3,A0A2B4S2K3
Spis_Protein2119,A0A2B4S2L4,OIT3,Oncoprotein-induced transcript 3 protein,A0A2B4S2L4,A0A2B4S2L4_STYPI,unreviewed,Oncoprotein-induced transcript 3 protein,OIT3 AWC38_SpisGene12671,Stylophora pistillata (Smooth cauliflower coral),integral component of membrane [GO:0016021]; calcium ion binding [GO:0005509],GO:0005509; GO:0016021,A0A2B4S2L4,A0A2B4S2L4
Spis_Protein2120,A0A2B4S2L5,AWC38_SpisGene11267,DJ-1_PfpI domain-containing protein,A0A2B4S2L5,A0A2B4S2L5_STYPI,unreviewed,DJ-1_PfpI domain-containing protein,AWC38_SpisGene11267,Stylophora pistillata (Smooth cauliflower coral),#N/A,#N/A,A0A2B4S2L5,A0A2B4S2L5
Spis_Protein2121,A0A2B4S2N0,COF1,Cofilin,A0A2B4S2N0,A0A2B4S2N0_STYPI,unreviewed,Cofilin,COF1 AWC38_SpisGene12181,Stylophora pistillata (Smooth cauliflower coral),actin cytoskeleton [GO:0015629]; actin binding [GO:0003779]; actin filament depolymerization [GO:0030042],GO:0003779; GO:0015629; GO:0030042,A0A2B4S2N0,A0A2B4S2N0
Spis_Protein2122,A0A2B4S2N1,Uap1,UDP-N-acetylhexosamine pyrophosphorylase,A0A2B4S2N1,A0A2B4S2N1_STYPI,unreviewed,UDP-N-acetylhexosamine pyrophosphorylase,Uap1 AWC38_SpisGene12421,Stylophora pistillata (Smooth cauliflower coral),uridylyltransferase activity [GO:0070569],GO:0070569,A0A2B4S2N1,A0A2B4S2N1
Spis_Protein2123,A0A2B4S2N7,AWC38_SpisGene12123,Uncharacterized protein,A0A2B4S2N7,A0A2B4S2N7_STYPI,unreviewed,Uncharacterized protein,AWC38_SpisGene12123,Stylophora pistillata (Smooth cauliflower coral),extracellular region [GO:0005576]; calcium ion binding [GO:0005509]; cell-matrix adhesion [GO:0007160],GO:0005509; GO:0005576; GO:0007160,A0A2B4S2N7,A0A2B4S2N7
Spis_Protein2124,A0A2B4S2N8,MZB1,Marginal zone B-and B1-cell-specific protein,A0A2B4S2N8,A0A2B4S2N8_STYPI,unreviewed,Marginal zone B-and B1-cell-specific protein,MZB1 AWC38_SpisGene12633,Stylophora pistillata (Smooth cauliflower coral),#N/A,#N/A,A0A2B4S2N8,A0A2B4S2N8
Spis_Protein2125,A0A2B4S2P7,Uso1,General vesicular transport factor p115,A0A2B4S2P7,A0A2B4S2P7_STYPI,unreviewed,General vesicular transport factor p115,Uso1 AWC38_SpisGene12634,Stylophora pistillata (Smooth cauliflower coral),Golgi membrane [GO:0000139]; intracellular protein transport [GO:0006886]; vesicle fusion with Golgi apparatus [GO:0048280],GO:0000139; GO:0006886; GO:0048280,A0A2B4S2P7,A0A2B4S2P7
Spis_Protein2126,A0A2B4S2Q1,NADSYN1,Glutamine-dependent NAD(+) synthetase,A0A2B4S2Q1,A0A2B4S2Q1_STYPI,unreviewed,Glutamine-dependent NAD(+) synthetase (NAD(+) synthase [glutamine-hydrolyzing]),NADSYN1 AWC38_SpisGene12143,Stylophora pistillata (Smooth cauliflower coral),cytoplasm [GO:0005737]; ATP binding [GO:0005524]; glutaminase activity [GO:0004359]; NAD+ synthase (glutamine-hydrolyzing) activity [GO:0003952]; NAD biosynthetic process [GO:0009435],GO:0003952; GO:0004359; GO:0005524; GO:0005737; GO:0009435,A0A2B4S2Q1,A0A2B4S2Q1
Spis_Protein2127,A0A2B4S2Q4,spk-1,Serine/threonine-protein kinase spk-1,A0A2B4S2Q4,A0A2B4S2Q4_STYPI,unreviewed,Serine/threonine-protein kinase spk-1,spk-1 AWC38_SpisGene12688,Stylophora pistillata (Smooth cauliflower coral),ATP binding [GO:0005524]; protein kinase activity [GO:0004672],GO:0004672; GO:0005524,A0A2B4S2Q4,A0A2B4S2Q4
Spis_Protein2128,A0A2B4S2Q5,Parva,Alpha-parvin,A0A2B4S2Q5,A0A2B4S2Q5_STYPI,unreviewed,Alpha-parvin,Parva AWC38_SpisGene12610,Stylophora pistillata (Smooth cauliflower coral),cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; integral component of membrane [GO:0016021]; actin binding [GO:0003779]; actin cytoskeleton reorganization [GO:0031532]; cell adhesion [GO:0007155],GO:0003779; GO:0005737; GO:0005856; GO:0007155; GO:0016021; GO:0031532,A0A2B4S2Q5,A0A2B4S2Q5
Spis_Protein2129,A0A2B4S2Q6,golim4,Golgi integral membrane protein 4,A0A2B4S2Q6,A0A2B4S2Q6_STYPI,unreviewed,Golgi integral membrane protein 4,golim4 AWC38_SpisGene11257,Stylophora pistillata (Smooth cauliflower coral),Golgi membrane [GO:0000139],GO:0000139,A0A2B4S2Q6,A0A2B4S2Q6
Spis_Protein2130,A0A2B4S2Q8,AWC38_SpisGene12117,UPF0568 protein C14orf166-like,A0A2B4S2Q8,A0A2B4S2Q8_STYPI,unreviewed,UPF0568 protein C14orf166-like,AWC38_SpisGene12117,Stylophora pistillata (Smooth cauliflower coral),#N/A,#N/A,A0A2B4S2Q8,A0A2B4S2Q8
Spis_Protein2131,A0A2B4S2R1,ACSL1,Long-chain-fatty-acid--CoA ligase 1,A0A2B4S2R1,A0A2B4S2R1_STYPI,unreviewed,Long-chain-fatty-acid--CoA ligase 1,ACSL1 AWC38_SpisGene12139,Stylophora pistillata (Smooth cauliflower coral),ligase activity [GO:0016874],GO:0016874,A0A2B4S2R1,A0A2B4S2R1
Spis_Protein2132,A0A2B4S2R6,EDIL3,EGF-like repeat and discoidin I-like domain-containing protein 3,A0A2B4S2R6,A0A2B4S2R6_STYPI,unreviewed,EGF-like repeat and discoidin I-like domain-containing protein 3,EDIL3 AWC38_SpisGene12651,Stylophora pistillata (Smooth cauliflower coral),integral component of membrane [GO:0016021],GO:0016021,A0A2B4S2R6,A0A2B4S2R6
Spis_Protein2133,A0A2B4S2R7,DLST,"Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial",A0A2B4S2R7,A0A2B4S2R7_STYPI,unreviewed,"Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial (EC 2.3.1.61) (E2K)",DLST AWC38_SpisGene12131,Stylophora pistillata (Smooth cauliflower coral),oxoglutarate dehydrogenase complex [GO:0045252]; dihydrolipoyllysine-residue succinyltransferase activity [GO:0004149]; L-lysine catabolic process to acetyl-CoA via saccharopine [GO:0033512]; tricarboxylic acid cycle [GO:0006099],GO:0004149; GO:0006099; GO:0033512; GO:0045252,A0A2B4S2R7,A0A2B4S2R7
Spis_Protein2134,A0A2B4S2S0,POGLUT1,Protein O-glucosyltransferase 1,A0A2B4S2S0,A0A2B4S2S0_STYPI,unreviewed,Protein O-glucosyltransferase 1,POGLUT1 AWC38_SpisGene12683,Stylophora pistillata (Smooth cauliflower coral),transferase activity [GO:0016740],GO:0016740,A0A2B4S2S0,A0A2B4S2S0
Spis_Protein2135,A0A2B4S2S5,ublcp1,Ubiquitin-like domain-containing CTD phosphatase 1,A0A2B4S2S5,A0A2B4S2S5_STYPI,unreviewed,Nuclear proteasome inhibitor UBLCP1 (EC 3.1.3.16) (Ubiquitin-like domain-containing CTD phosphatase 1),ublcp1 AWC38_SpisGene11199,Stylophora pistillata (Smooth cauliflower coral),nucleus [GO:0005634]; phosphoprotein phosphatase activity [GO:0004721],GO:0004721; GO:0005634,A0A2B4S2S5,A0A2B4S2S5
Spis_Protein2136,A0A2B4S2S6,OIT3,Oncoprotein-induced transcript 3 protein,A0A2B4S2S6,A0A2B4S2S6_STYPI,unreviewed,Oncoprotein-induced transcript 3 protein,OIT3 AWC38_SpisGene12668,Stylophora pistillata (Smooth cauliflower coral),integral component of membrane [GO:0016021],GO:0016021,A0A2B4S2S6,A0A2B4S2S6
Spis_Protein2137,A0A2B4S2T0,fibcd1,Fibrinogen C domain-containing protein 1,A0A2B4S2T0,A0A2B4S2T0_STYPI,unreviewed,Fibrinogen C domain-containing protein 1,fibcd1 AWC38_SpisGene12605,Stylophora pistillata (Smooth cauliflower coral),#N/A,#N/A,A0A2B4S2T0,A0A2B4S2T0
Spis_Protein2138,A0A2B4S2T6,dnajc22,DnaJ-like subfamily C member 22,A0A2B4S2T6,A0A2B4S2T6_STYPI,unreviewed,DnaJ homolog subfamily C member 22,dnajc22 AWC38_SpisGene10352,Stylophora pistillata (Smooth cauliflower coral),integral component of membrane [GO:0016021],GO:0016021,A0A2B4S2T6,A0A2B4S2T6
Spis_Protein2139,A0A2B4S2U9,cysB,Cysteine synthase,A0A2B4S2U9,A0A2B4S2U9_STYPI,unreviewed,Cysteine synthase,cysB AWC38_SpisGene12342,Stylophora pistillata (Smooth cauliflower coral),cysteine biosynthetic process from serine [GO:0006535],GO:0006535,A0A2B4S2U9,A0A2B4S2U9
Spis_Protein2140,A0A2B4S2V0,ACY3,N-acyl-aromatic-L-amino acid amidohydrolase (Carboxylate-forming),A0A2B4S2V0,A0A2B4S2V0_STYPI,unreviewed,N-acyl-aromatic-L-amino acid amidohydrolase (Carboxylate-forming),ACY3 AWC38_SpisGene12665,Stylophora pistillata (Smooth cauliflower coral),"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides [GO:0016811]; hydrolase activity, acting on ester bonds [GO:0016788]; metal ion binding [GO:0046872]",GO:0016788; GO:0016811; GO:0046872,A0A2B4S2V0,A0A2B4S2V0
Spis_Protein2141,A0A2B4S2V1,Spag6,Sperm-associated antigen 6,A0A2B4S2V1,A0A2B4S2V1_STYPI,unreviewed,Sperm-associated antigen 6,Spag6 AWC38_SpisGene11176,Stylophora pistillata (Smooth cauliflower coral),#N/A,#N/A,A0A2B4S2V1,A0A2B4S2V1
Spis_Protein2142,A0A2B4S2V2,CTSB,Cathepsin B,A0A2B4S2V2,A0A2B4S2V2_STYPI,unreviewed,Cathepsin B,CTSB AWC38_SpisGene12581,Stylophora pistillata (Smooth cauliflower coral),cysteine-type peptidase activity [GO:0008234],GO:0008234,A0A2B4S2V2,A0A2B4S2V2
Spis_Protein2143,A0A2B4S2V5,ASAP1,"Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 1",A0A2B4S2V5,A0A2B4S2V5_STYPI,unreviewed,"Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 1",ASAP1 AWC38_SpisGene12569,Stylophora pistillata (Smooth cauliflower coral),GTPase activator activity [GO:0005096]; metal ion binding [GO:0046872],GO:0005096; GO:0046872,A0A2B4S2V5,A0A2B4S2V5
Spis_Protein2144,A0A2B4S2W0,rap1gds1-b,Rap1 GTPase-GDP dissociation stimulator 1-B,A0A2B4S2W0,A0A2B4S2W0_STYPI,unreviewed,Rap1 GTPase-GDP dissociation stimulator 1-B,rap1gds1-b AWC38_SpisGene12319,Stylophora pistillata (Smooth cauliflower coral),GTPase activator activity [GO:0005096],GO:0005096,A0A2B4S2W0,A0A2B4S2W0
Spis_Protein2145,A0A2B4S2W7,MVP,Major vault protein,A0A2B4S2W7,A0A2B4S2W7_STYPI,unreviewed,Major vault protein,MVP AWC38_SpisGene12061,Stylophora pistillata (Smooth cauliflower coral),cytoplasm [GO:0005737]; nucleus [GO:0005634],GO:0005634; GO:0005737,A0A2B4S2W7,A0A2B4S2W7
Spis_Protein2146,A0A2B4S2X9,Musk,"Muscle, skeletal receptor tyrosine protein kinase",A0A2B4S2X9,A0A2B4S2X9_STYPI,unreviewed,"Muscle, skeletal receptor tyrosine protein kinase",Musk AWC38_SpisGene12636,Stylophora pistillata (Smooth cauliflower coral),integral component of membrane [GO:0016021]; ATP binding [GO:0005524]; protein tyrosine kinase activity [GO:0004713],GO:0004713; GO:0005524; GO:0016021,A0A2B4S2X9,A0A2B4S2X9
Spis_Protein2147,A0A2B4S2Y4,akr1a1a,Alcohol dehydrogenase [NADP(+)] A,A0A2B4S2Y4,A0A2B4S2Y4_STYPI,unreviewed,Alcohol dehydrogenase [NADP(+)] A,akr1a1a AWC38_SpisGene12533,Stylophora pistillata (Smooth cauliflower coral),oxidoreductase activity [GO:0016491],GO:0016491,A0A2B4S2Y4,A0A2B4S2Y4
Spis_Protein2148,A0A2B4S2Y9,AWC38_SpisGene12292,Putative methyltransferase-like C25B8.10,A0A2B4S2Y9,A0A2B4S2Y9_STYPI,unreviewed,Putative methyltransferase-like C25B8.10,AWC38_SpisGene12292,Stylophora pistillata (Smooth cauliflower coral),methyltransferase activity [GO:0008168]; methylation [GO:0032259],GO:0008168; GO:0032259,A0A2B4S2Y9,A0A2B4S2Y9
Spis_Protein2149,A0A2B4S2Z1,SNX12,Sorting nexin-12,A0A2B4S2Z1,A0A2B4S2Z1_STYPI,unreviewed,Sorting nexin-12,SNX12 AWC38_SpisGene12524,Stylophora pistillata (Smooth cauliflower coral),phosphatidylinositol binding [GO:0035091],GO:0035091,A0A2B4S2Z1,A0A2B4S2Z1
Spis_Protein2150,A0A2B4S2Z2,lactb2,Beta-lactamase-like protein 2,A0A2B4S2Z2,A0A2B4S2Z2_STYPI,unreviewed,Beta-lactamase-like protein 2,lactb2 AWC38_SpisGene12626,Stylophora pistillata (Smooth cauliflower coral),#N/A,#N/A,A0A2B4S2Z2,A0A2B4S2Z2
Spis_Protein2151,A0A2B4S2Z5,EXOC2,Exocyst complex component 2,A0A2B4S2Z5,A0A2B4S2Z5_STYPI,unreviewed,Exocyst complex component 2,EXOC2 AWC38_SpisGene12036,Stylophora pistillata (Smooth cauliflower coral),exocyst [GO:0000145]; exocytosis [GO:0006887]; Golgi to plasma membrane transport [GO:0006893]; protein transport [GO:0015031],GO:0000145; GO:0006887; GO:0006893; GO:0015031,A0A2B4S2Z5,A0A2B4S2Z5
Spis_Protein2152,A0A2B4S2Z6,HDHD1,Pseudouridine-5'-monophosphatase,A0A2B4S2Z6,A0A2B4S2Z6_STYPI,unreviewed,Pseudouridine-5'-monophosphatase,HDHD1 AWC38_SpisGene11641,Stylophora pistillata (Smooth cauliflower coral),hydrolase activity [GO:0016787],GO:0016787,A0A2B4S2Z6,A0A2B4S2Z6
Spis_Protein2153,A0A2B4S307,RABEPK,Rab9 effector protein with kelch motifs,A0A2B4S307,A0A2B4S307_STYPI,unreviewed,Rab9 effector protein with kelch motifs,RABEPK AWC38_SpisGene11653,Stylophora pistillata (Smooth cauliflower coral),#N/A,#N/A,A0A2B4S307,A0A2B4S307
Spis_Protein2154,A0A2B4S309,BRWD1,Bromodomain and WD repeat-containing protein 1,A0A2B4S309,A0A2B4S309_STYPI,unreviewed,Bromodomain and WD repeat-containing protein 1,BRWD1 AWC38_SpisGene12534,Stylophora pistillata (Smooth cauliflower coral),syntaxin binding [GO:0019905],GO:0019905,A0A2B4S309,A0A2B4S309
Spis_Protein2155,A0A2B4S311,HGS,Hepatocyte growth factor-regulated tyrosine kinase substrate,A0A2B4S311,A0A2B4S311_STYPI,unreviewed,Hepatocyte growth factor-regulated tyrosine kinase substrate,HGS AWC38_SpisGene12300,Stylophora pistillata (Smooth cauliflower coral),kinase activity [GO:0016301]; metal ion binding [GO:0046872]; intracellular protein transport [GO:0006886],GO:0006886; GO:0016301; GO:0046872,A0A2B4S311,A0A2B4S311
Spis_Protein2156,A0A2B4S317,Slc25a3,"Phosphate carrier protein, mitochondrial",A0A2B4S317,A0A2B4S317_STYPI,unreviewed,"Phosphate carrier protein, mitochondrial",Slc25a3 AWC38_SpisGene11634,Stylophora pistillata (Smooth cauliflower coral),integral component of membrane [GO:0016021],GO:0016021,A0A2B4S317,A0A2B4S317
Spis_Protein2157,A0A2B4S325,Gps1,COP9 signalosome complex subunit 1,A0A2B4S325,A0A2B4S325_STYPI,unreviewed,COP9 signalosome complex subunit 1,Gps1 AWC38_SpisGene12266,Stylophora pistillata (Smooth cauliflower coral),COP9 signalosome [GO:0008180]; protein deneddylation [GO:0000338],GO:0000338; GO:0008180,A0A2B4S325,A0A2B4S325
Spis_Protein2158,A0A2B4S326,HSPA8,Heat shock cognate 71 kDa protein,A0A2B4S326,A0A2B4S326_STYPI,unreviewed,Heat shock cognate 71 kDa protein,HSPA8 AWC38_SpisGene11996,Stylophora pistillata (Smooth cauliflower coral),ATP binding [GO:0005524],GO:0005524,A0A2B4S326,A0A2B4S326
Spis_Protein2159,A0A2B4S327,AWC38_SpisGene10281,Uncharacterized protein,A0A2B4S327,A0A2B4S327_STYPI,unreviewed,Uncharacterized protein,AWC38_SpisGene10281,Stylophora pistillata (Smooth cauliflower coral),"regulation of transcription, DNA-templated [GO:0006355]",GO:0006355,A0A2B4S327,A0A2B4S327
Spis_Protein2160,A0A2B4S329,RpL11,60S ribosomal protein L11,A0A2B4S329,A0A2B4S329_STYPI,unreviewed,60S ribosomal protein L11,RpL11 AWC38_SpisGene12560,Stylophora pistillata (Smooth cauliflower coral),ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412],GO:0003735; GO:0005840; GO:0006412,A0A2B4S329,A0A2B4S329
